confidence_1,timing_v4_read _First Click,timing_v4_read _Last Click,timing_v4_read _Page Submit,V4_IH,timing_V4_IH_First Click,timing_V4_IH_Last Click,timing_V4_IH_Page Submit,v4_ID,timing_v4_ID_First Click,timing_v4_ID_Last Click,timing_v4_ID_Page Submit,timing_v8_read_First Click,timing_v8_read_Last Click,timing_v8_read_Page Submit,v8_IH,timing_v8_IH_First Click,timing_v8_IH_Last Click,timing_v8_IH_Page Submit,v8_ID ,timing_v8_ID_First Click,timing_v8_ID_Last Click,timing_v8_ID_Page Submit,v3_IH,timing_v3_IH_First Click,timing_v3_IH_Last Click,timing_v3_IH_Page Submit,v3_ID,timing_v3_ID_First Click,timing_v3_ID_Last Click,timing_v3_ID_Page Submit,preference,explain
6,,,,,,,,,,,,,,,,,,,,,,,"The workers worked together in getting their opinion heard which was successful as the media all round will love to capture their opinion, this will lead to a breaking news and the board of director at Altorid will look into their request to avoid collapse or embarrassment to their factory.",4.562,189.362,190.67,"After clashes with the police and reports of destroyed property, it could be seen that people turn the protest into another platform to loot and destroy properties and not actually for the initial planned demonstration.",22.119,154.889,157.756,The INVISIBLE HAND explanation,"After a warm-up explaining terms, I was asked to read one short fictional vignettes, and was asked to come up with two different explanation for what led to the situation it describes"
6,,,,,,,,,,,,,,,,,,,,,,,"The factory workers set out to have a peaceful protest by marching. When law inforcement arrived and interferred, this caused some workers to get upset and turn the protest into a violent one. ",12.338,295.704,302.263,"The factory workers began their march peacefully with the intention of retaliating against anyone that stood in their way. When police arrived this quickly angered the workers and they began to clash with the officers, which escalated into the destruction of property",80.98,96.342,278.24,The INVISIBLE HAND explanation,Give an invisible hand and an intentional hand explination to the fake vinegorret 
7,0.513,24.705,26.781,"The issues these movements bring up are very important to the public at large, so they are getting a lot of attention even though there is no concerted effort between these movements.",0.368,2.679,681.689,The movements are coordinating with each other so that their message is being amplified.,0.591,39.383,39.835,,,,,,,,,,,,,,,,,,,,The INTENTIONAL DESIGN explanation,Come up with situations that ascribe either intentional or unintentional reasons to an event
7,,,,,,,,,,,,19.936,32.234,33.587,"Jirev wanted to reach a wider audience and improve sales. They decided to use social media as an avenue for sales revenue back in the year 2010, discovering what outcomes social media has on sales growth. This has led to many fashion trends being developed in a single season. ",1.998,240.047,241.238,Jirev wanted to lead the industry with fashionable clothing and make a trendier statement than competitors to generate business. The introduction of social media since 2010 has provided an avenue for them to develop trends faster through viral video posts of clothing people like.,5.655,710.618,711.85,,,,,,,,,The INVISIBLE HAND explanation,for social perceptions on what are the motivating factors behind company's decisions
6,,,,,,,,,,,,,,,,,,,,,,,"No one person or group intentionally wanted to beviolent. Factory workers in the industrial city of Altorid made a set of local choices, based on their local goals (marched for higher pay) that, in aggregation, increased violence. ",9.841,353.632,358.919,"A specific person or group intentionally wanted to achieve a given end result ( Workers marched for higher pay). The end result was their specific goal, and they took steps to reach that goal.",14.191,177.039,181.774,The INVISIBLE HAND explanation,To differentiate intentional-design explanation and invisible-hand explanation from a vignette.
7,,,,,,,,,,,,323.131,323.131,323.375,"People in Jirev are using social media, which wasn't really a thing before 2010, and encountering new trends on social media constantly has led them to change their trends constantly.",6.163,41.167,41.514,A major fashion conglomerate is paying influencers to drive new fashion trends to increase its clothing sales.,0.745,27.378,27.501,,,,,,,,,The INVISIBLE HAND explanation,Read vignettes and come up with an explanation for what I read
7,,,,,,,,,,,,3.835,3.835,72.975,"I think social media may play a role. Social media makes it easy for people to show off their wardrobes, so there are more ideas floating around. This means that news spreads of new wardrobes spread faster, leading to trends coming and going faster as new ones pop up.",4.805,86.204,291.185,"I think it could be the result of a famous company's advertising. I think a trendy company started advertising their wardrobes more often, with new looks almost every time. This led to people wanting to be in on it.",2.776,128.824,131.237,,,,,,,,,The INVISIBLE HAND explanation,"I was asked to provide two explanation for a scenario: an invisible hand one, and an intentional design one."
6,26.278,29.476,32.72,"There's a small group of people in Gredland, a minority, called the Sassafrass people who are very oppressed by the local government and are very fed up with it. When some members of social movements began speaking out and advocating for the Sassafrass rights, the Sassafrass people began speaking out very loudly and very often about their rights and demanding change, drowning out the voices of the more silent majority, leading to a large wave of influence in social media and politics. ",626.751,711.797,848.778,"There's a very wealthy local who happens to be born and raised in Gredland as a minority that goes by the name of George Sutter. They recently moved back to Gredland and wanted to make changes to help improve the lives and conditions of the minorities there, and so launches multiple campaigns and created multiple groups with his influence and wealth in order to begin making an uproar over social media and in front of political buildings with protests. These endeavors caused a large wave of influence for the minorities.",5.588,7.611,137.885,,,,,,,,,,,,,,,,,,,,The INVISIBLE HAND explanation,"Make two separate explanations of one event, one explanation with the intended design and one with the invisible hand."
6,,,,,,,,,,,,0,0,52.071,"Clothing retailers have discovered that whenever a fashion trend changes, their sales boost. This has led to them seeking out new fashion styles more frequently. Designers have responded to the increased demand from retailers and shortened the time they spend between creating new designs. This has caused competition and a literal race between designers to be first with the next new trend.",9.903,364.674,383.026,"The top designer in Jirev has seen their share of the market decline over time. However, they notice a boost in sales when the fashion trend changes. In order to remain relevant and increase market share, this designer began offering new designs more frequently. Competing designers were forced to increase their own production to keep and not get squeezed out. This led to an accelerated turnover in new fashion trends.",19.653,281.928,289.704,,,,,,,,,The INVISIBLE HAND explanation,The task was to create to different explanations for an event based of direct action or the sum of circumstances.
7,,,,,,,,,,,,0,0,109.163,"People are more exposed to social media and they see more trends that they like, so they just buy what makes them feel happy and look good. It results in a lot of people buying more clothes for their own pleasure.",1.484,35.567,36.664,"Clothes companies want to sell more clothes and make bigger profits, so they intentionally change up what styles are offered in order to sell more clothes.",0.842,0.842,37.345,,,,,,,,,The INVISIBLE HAND explanation,Write an invisible hand and also an intentional reason for why a phenomenon happens
6,,,,,,,,,,,,,,,,,,,,,,,The decision to march for higher pay was a group decision and the fact that it turned violent was because the police got involved in trying to stop the march.  This was an example of INVISIBLE HAND because it was a collective goal.,7.101,232.517,237.836,The INVISIBLE HAND decision to demonstrate was met with INTENTIONAL DESIGN decision by the local police to stop the demonstration which was met with physical force by the demonstrators.    ,6.853,178.299,205.572,The INTENTIONAL DESIGN explanation,To read about and try to understand the terms Invisible Hand and Intentional Design and decide which action in the vignettes was used.
7,,,,,,,,,,,,0,0,35.98,People in Jirev have fallen in love with movies and the celebrities that star in them. These stars wear ever changing fashions to catch peoples' attention.  The people of Jirev are now trying to emulate the styles of the stars and it has become a crazy cycle.,13.285,13.285,244.396,"Fashion designers have notice a drop in revenues with fewer people buying their high-brow clothes.  To bring in more revenue, they are using social media to create more new releases instead of just the annual fashion shows.",8.282,8.282,159.994,,,,,,,,,The INTENTIONAL DESIGN explanation,Create invisible hand and intentional design explanations for a scenario.
6,0,0,15,"Media users and news outlets have documented these social movements, thus getting a lot of coverage and spreading awareness of these controversial opinions through sharing online, retweeting, and live streams. ",0.601,90.045,114.202,"The leaders of these social movements have taken to social media to increase their awareness and become politically active and charged, thus creating a large movement online and receiving more attention than they would from other platforms. ",0.801,0.801,93.207,,,,,,,,,,,,,,,,,,,,The INTENTIONAL DESIGN explanation,Read a vignette and come up with an invisible hand explanation and an intentional explanation. 
6,,,,,,,,,,,,,,,,,,,,,,,"the factory workers wanted to demonstrate peacefully for a better paid but with more people joining the march ,the protest get out of hand  when the police started  pushing ,arresting people and using stick to control the march ",4.397,225.899,291.38,the mayor of the city of Altorid did not see with a good eyes the fact that factory workers wanted  higher pay because this move could make more factories to delocalized to other parts of the country with friendlier pro business policy so they infiltered the march with violent protesters to discredit the demonstration and cast the workers as violent people in public opinion,4.661,449.469,455.305,The INVISIBLE HAND explanation,read a text and come with an explanation with 2 likely scenarios one intentional and one unintentional   
6,,,,,,,,,,,,0,0,47.389,"People in Jirev are just becoming more interested in fashion. With the rise in social media, people can see what others are wearing and become inspired by it. People are becoming more interested in fashion and fashion is an ever evolving industry where trends dictate what people wear. The ever changing fashion industry is making people want to keep up with the latest fashion trends.",5.982,5.982,124.236,A social media company is manipulating the fashion industry by sponsoring social media stars to wear their brand. They're using social media stars to show off their clothes and get people in Jirev to want to be in the know on social media. This is causing fashion trends to change more rapidly because the social media company want to sell more of their clothes.,4.903,36.871,131.294,,,,,,,,,The INVISIBLE HAND explanation,I was asked to explain a situation in two different ways.
6,0,0,89.614,Important issue are natural recognized and heard and seen by the loudest voices because they are important to specific groups of people in relation to the issue. These issues only need majority support in politics but should not as minority groups and ideas should be supported even if they do not affect the majority and thus are not completely supported by most of the people yet. ,11.127,18.968,179.391,"Due to politics , These movements can be noticed and then used to gain in politics. The issues are given a platform and sometimes part of the meaning are lost or misinterpreted because the people with the specific issues are not given leadership roles.",48.764,126.549,193.165,,,,,,,,,,,,,,,,,,,,The INVISIBLE HAND explanation,Describe the 2 opposing ways ideas are observed and supported in social media and the general population
5,0,0,28.177,"Social media can be a place where ideas are rapidly spread. Through social media, the ideas spread and gained more attention, which led to more and more people wanting to challenge the status quo.",2.101,82.333,85.46,"Leaders of the movement have taken to social media to voice their opinions and recruit more people to their cause, which is why they are becoming more prevalent now.",1.614,48.708,66,,,,,,,,,,,,,,,,,,,,The INTENTIONAL DESIGN explanation,"I was asked to read a vignette and then come up with an invisible hand explanation, and an intentional design explanation."
7,,,,,,,,,,,,,,,,,,,,,,,The protestors noticed nobody was paying any attention to their demands when they were peaceful. This made them angry and frustrated and they started to become more violent. Others saw people being violent and wanted to express their anger as well.,4.219,4.219,99.141,"A few of the protestors noticed that their peaceful protesting was getting them nowhere. They got together and decided they needed to create a stir to get their demands noticed. They decided to break windows and vandalize property. When this caused the police to take action, they fought back knowing this would give them even more attention.",1.421,1.421,97.334,The INVISIBLE HAND explanation,"Read about a situation and think of two different reasons why it was happening, the invisible hand reason and intentional design reason. "
7,,,,,,,,,,,,0,0,35.05,People are trying to express themselves more and feel more free. This had led to more people pursuing fashion and expressing themselves with styles and clothing.,1.585,54.32,119.866,People are trying to find the hottest new trend as fast as popular to become the most popular person at the moment. People are seeking to benefit themselves with popularity.,1.303,1.303,86.862,,,,,,,,,The INVISIBLE HAND explanation,I was asked to provide an explanation in terms of invisible hand and intentional design.
7,,,,,,,,,,,,,,,,,,,,,,,"The factory workers of the industrial city were sustaining themselves on a barely livable wage. As tensions rose, a single altercation between police and protesters sparked an act of violence and it quickly spread throughout the crowd. ",5.371,1076.472,1076.648,The police deliberately provoked protestors to escalate the peaceful protest into a violent one. They also placed people into the crowd and instructed them to destroy property. This was all to put the protests in a bad light and weaken the protesters' cause in the eyes of the public.,6.014,294.007,298.555,The INTENTIONAL DESIGN explanation,"I was asked to create two explanations for a vignette, one invisible hand explanation and one intentional explanation."
7,,,,,,,,,,,,0,0,29.028,"Viral media featuring new fashion trends is spreading among viewers faster than ever, leading to new fashion trends growing and dying out in a matter weeks rather than over a longer period.",1.457,68.186,87.155,New trends are intentionally being made to go viral on social media platforms by fashion companies wishing to increase turnover and promote faster sales.,0.912,148.994,152.899,,,,,,,,,The INVISIBLE HAND explanation,"I was asked to read a vignette and come up with two different explanations as to how the scenario could exist, one featuring intentional design and the other featuring an invisible hand."
6,,,,,,,,,,,,,,,,,,,,,,,The workers wanted to protest for higher pay. They hoped to make an impact by peacefully protesting.. they did not plan for people to get out of hand and fight with police. ,0.838,1094.673,1095.159,The protestors clashed with the police and damaged property because they intentionally wanted the protest to turn violent. They did this because they were upset about their low pay and wanted to make their demands more meaningful. ,1.286,318.231,318.942,The INVISIBLE HAND explanation,I was asked to give an explanation of whether an invident happened because of intentional design or invisible hand. 
6,0,0,36.858,"Individual people have long held these views but had no way to get their voice out nationally.  Now, these opinions are on social media and other people can agree with them and spread them.",0,0,56.702,"There is an agenda by the gun manufacturers, Russian agents and conservative media to tear the country apart and to sell fear so they can take away American's rights and erode democracy.",0,0,62.494,,,,,,,,,,,,,,,,,,,,The INTENTIONAL DESIGN explanation,I was asked to differenate between individual hand and intentional design in outcomes.
7,,,,,,,,,,,,45.821,72.241,73.694,"The fashion trends in Jirev are changing very fastly. Trends are going viral quickly, in a matter of days or weeks. This has been occuring multiple times during the same season.",25.313,319.665,342.125,The fashion trends in Jirev changed fastly through the spreading of the art. Trends have gone viral because of the marketing and publicity. This virality has been occuring consistently.,2.169,203.056,204.23,,,,,,,,,The INVISIBLE HAND explanation,"I was asked to describe a situation, in a invisible hand explanation and a intentional design explanation."
